source,provider,tweet_raw,tweet_processed,pos_count,neg_count,label
playstore,xl,XL sering error jaringan ini sudah sehari semalam tidak ada perbaikan/respon sama sekali dr pihak penyedia layanan jadi kecewa berat padahal baru selesai top up pulsa tidak bisa di gunakan sama sekali 😬😤,xl error jaring hari malam baik respon dr sedia layan kecewa berat selesai top up pulsa,5,4,1
playstore,xl,"aplikasi bagus, memudahkan pelanggan XL, tapi kenapa jaringannya skrg buruk ya udah beberapa hari ini 🙏",aplikasi bagus mudah langgan xl jaring skrg buruk,4,2,1
playstore,xl,"sinyal XL paling cepat tapi tidak stabil, gak bisa buat dayli yg butuh ke stabilan koneksi.",sinyal xl cepat stabil dayli butuh stabil koneksi,3,1,1
playstore,xl,sangat prioritas dan banyak yg menggunanya,prioritas guna,1,0,1
playstore,xl,"dari first media ganti Xl malah jekek, ganti alat katanya gratis pas pembayaran berikut nya jadi harga naik",first media ganti xl jekek ganti alat gratis pas bayar harga,3,0,1
playstore,xl,"beli mahal2 ratusan ribu, kuota rollover harusnya dipake dulu. gebleg. baru ntar klo ada sisa masukin lagi ke rollover. korporasi gebleg. speed jam dini hari malah lelet, bangzat",beli mahal ratus ribu kuota rollover dipake gebleg ntar sisa masukin rollover korporasi gebleg speed jam lelet bangzat,0,4,0
playstore,xl,aplikasi yang murah meriah sayang pulsa later belum dapat,aplikasi murah riah sayang pulsa later,2,2,0
playstore,xl,"jujur makin hari makin kesel sama ini xl, udh mah harga nya naik trs, sinyal nya jelek lagi sering bgt nge lag, mending pake telkomsel🤣🤣🤣🤣",jujur kesel xl mah harga sinyal jelek nge lag mending pake telkomsel,2,2,0
playstore,xl,"aplikasi buruk,xl semakin buruk",aplikasi buruk xl buruk,0,3,0
playstore,xl,"Harga paket mahal, nunggu habis masa aktif biar dapet paketan murah. Pengaturan bahasa tidak jelas, sudah di ganti bahasa Indonesia tapi selalu berubah ketika aplikasi di buka lagi.",harga paket mahal nunggu habis aktif biar dapet paket murah atur bahasa ganti bahasa indonesia ubah aplikasi buka,6,4,1
playstore,xl,"Paketan masih ada 8 GB, tapi main tiktok aja udh ngelag bgt, udh pindah pindah tempat juga ttp sama aja ngelag nya, padahal sebelumnya gak separah ini loh XL. Jangankan maun tiktok, wa sama google aja masih ngelag, pdhl gk makan banyak kuota ttp aja ngelag. Parah bgt, minimal kalo harga di naikin, kualitas juga ikut meningkat dong. jgn mau untung sendiri aja",paket gb main tiktok lambat pindah pindah ttp lambat parah loh xl maun tiktok wa google lambat pdhl makan kuota ttp lambat parah minimal harga naikin kualitas tingkat jgn untung,4,8,0
playstore,xl,jaringan lambat,jaring lambat,1,1,0
playstore,xl,"paket cepat banget abis secara tiba-tiba👎 padahal HP tidak digunakan sebelum dimatiin Malam hari dicek ada byk,pagi hari paket tiba2 berkurang dasar permainan tim XL seharusnya jangan suka menipu pengguna XL nanti pada beralih ke yg lain. dan harga paket perminggu sebelum beli dicek kuota besar tiba2 pas isi pulsa mau langganan paket tersebut kouta berkurang dasar XL bakal malas lagi langganan paket bagus Telkomsel 👎saran: mohon jujur jangan suka tim loe mempermainkan paket internet pengguna",paket cepat abis hp dimatiin malam cek byk pagi paket kurang dasar main tim xl suka tipu guna xl alih harga paket minggu beli cek kuota pas isi pulsa langgan paket kuota kurang dasar xl malas langgan paket bagus telkomsel saran mohon jujur suka tim loe main paket internet guna,14,11,1
playstore,xl,apk lemot banget,apk lot,0,1,0
playstore,xl,"udah isi kuota pake kode *817* yg di tlpn itu tapi di aplikasinya kok ga muncul dan masa aktifnya ga berubah, makin aneh aja ni aplikasi",isi kuota pake kode tlpn aplikasi muncul aktif ubah aneh ni aplikasi,0,4,0
playstore,xl,"ayolah perbaiki biar kita enak makainya dan knp sering gangguan , ah gimana ini",ayo baik biar enak maka knp ganggu ah gimana,2,1,1
playstore,xl,aplikasi terus meminta update padahal sudah d update dan tidak bisa bertransaksi harus d update aplikasi jelek,aplikasi update d update transaksi d update aplikasi jelek,1,3,0
playstore,xl,"Saat pembelian Paket data mingguan tidak sesuai dengan apa yg dijual apalagi bonus kuota area sudah tidak tersedia| mungkin ini untuk yg terakhir kalinya saya memakai XL, saya akan menggunakan Provider lain yg lebih murah... terimakasih.",beli paket data minggu sesuai jual bonus kuota area sedia kali pakai xl provider murah terimakasih,7,2,1
playstore,xl,"pulsa q 50000 hilang... dapat kiriman pulsa dari kakak pada tgl 15/05/2026 pukul 18,27 wib. kembalikan pulsaku, mau dibuat beli kuota malah hilang duluan..",pulsa q hilang kirim pulsa kakak tgl wib kembali pulsa beli kuota hilang duluan,1,6,0
playstore,xl,kenapa gabisa beli kuota?? a,gabisa beli kuota a,0,1,0
playstore,xl,"udah update malah xl circle nya ngebug , gak ada transaksi nya ,sama gak bisa nambah anggota tolong diperbaiki",update xl circle ngebug transaksi nambah anggota tolong baik,2,1,1
playstore,xl,xl kacau sekarang segera perbaiki sebelum terlambat salam 1 SIGNAL RI37,xl kacau baik lambat salam signal ri,1,1,0
playstore,xl,sinyal gk pernah bagus,sinyal bagus,1,0,1
playstore,xl,"chat costumer service center kendala pulsa kesedot sendiri padahal beli bebas puas cuma 1 hari kalau dalam about nya pun gaada keterangan bisa diperpanjang sendiri, malah berputar putar saat ditanya solusinya",chat costumer service center kendala pulsa sedot beli bebas puas about gaada terang panjang putar putar solusi,4,5,0
playstore,xl,KAPAN BENERNYAA NIH DITUNGGUIN DARI MALEM MAU MAKETIN GA KELAR KELAR GANGGUAN APLIKASI,benernyaa ditungguin malem maketin kelar kelar ganggu aplikasi,2,3,0
playstore,xl,"jaringan terlambat didunia, mikir2 lagi klo mau beli kartu xl guys, kukira makin kesini makin bagus jaringan ternyata makin parah, udah jelek tetep nguras, kerennnn bettt XL",jaring lambat dunia mikir beli kartu xl guys kira kesini bagus jaring parah jelek nguras kerennnn bettt xl,4,3,1
playstore,xl,"bintang 2 masih kebagusan sumpah. aku udah dari lama loh pake xl, makin kesini jaringannya jelek banget. lagi genting tiba2 gabisa. kenapa sih? cape banget sumpah. bisa upgrade ga!!!! udah berulang kali kaya gini loh, tp masih kupake aja karna kudoain bisa jadi lebih baik. tolong lah",bintang bagus sumpah loh pake xl kesini jaring jelek genting gabisa cape sumpah upgrade ulang kali kaya gin loh kupake kudoain tolong,2,2,0
playstore,xl,"boros parah pake XL.. uda sinyalnya gangguan terus.. lemot.. poin bonus dan yg lainnya pelit bangat.. tolong jangan dibagi-bagi kuota, uda kuota utama saja.. jadi gak bermanfaatkan kouta yg lain.. gak kepake.. mubajir saya beli pake duit.. bukan bonus atau gratisan dari xL..",boros parah pake xl uda sinyal ganggu lot poin bonus pelit bangat tolong bagi kuota uda kuota utama manfaat kuota kepake mubajir beli pake duit bonus gratis xl,5,7,0
playstore,xl,perbaikan kembali jaringan nya bintang 1,baik jaring bintang,2,0,1
playstore,xl,"jujur kecewa banget ketika main tiba2 sinyal hilang kosong semua batang pun hilang, kecewa bgt ama xl nih, kejadian 23.08 senin 18 mei di purbayan sukoharjo, xl ramutu og",jujur kecewa main sinyal hilang kosong batang hilang kecewa ama xl jadi senin mei purbayan sukoharjo xl ramutu og,0,6,0
playstore,xl,"mau login aja gk bisa, padahal kartu nya baru beli bilang nya ""nomor anda sudah tidak aktif. Lakukan aktivasi sekarang juga"" pas mau di aktivasi lagi iccid number nya incorrect, padahal udah bener, sampe keluar masukin kartu SIM nya",login kartu beli bilang nomor aktif laku aktivasi pas aktivasi iccid number incorrect bener sampe masukin kartu sim,3,0,1
playstore,xl,"Harga semakin mahal ,kecepatan semakin berkurang. Lebih lelet dari yg lain",harga mahal cepat kurang lelet,2,3,0
playstore,xl,koutanya mahal mahal mahal banget,koutanya mahal mahal mahal,0,3,0
playstore,xl,jaringannya jelek bnget,jaring jelek bnget,1,1,0
playstore,xl,awal2 bli kartu bgus. abis tu isi paket agak besar lgsng ilng jringan nya. gk jls xl ni.,bli kartu bgus abis tu isi paket lgsng ilng jringan jls xl ni,1,0,1
playstore,xl,mon maap bintang 1 mengecewakan skrg si XL kuota banyak sinyal penuh tp lelet buat main game ping nya tinggi mulu jaringannya makin ampas,mon maap bintang kecewa skrg si xl kuota sinyal penuh lelet main game ping mulu jaring ampas,2,5,0
playstore,xl,"XL lu udh ga niat yaa, masa sekarang sinyal XL makin g jelas sihh,ngeleg muluu tiap nonton,main game patah² dll kecewa sii KLO g segera di perbaiki,buruan di benerin dh tuh sinyalnyaa",xl niat sinyal xl sihh lambat muluu nonton main game patah dll kecewa sii baik buru baik dh tuh sinyalnyaa,3,4,0
playstore,xl,"Ya Allah, gua chat cs nya cuma dibaca doang, permasalahan gabisa akses fitur bagi pulsa, padahal udh mengikuti prosedur. pulsa ada, jaringan ada, tapi transfer pulsa gagal terus,",allah gua chat cs baca doang masalah gabisa akses fitur pulsa ikut prosedur pulsa jaring transfer pulsa gagal,4,8,0
playstore,xl,"tidak bisa buat beli paket, setiap masuk tidak bisa terus",beli paket masuk,1,1,0
playstore,xl,"aneh, sinyal sering hilang sendiri aplikasi juga sering eror kaga jelas dan itu fitur bebas puas kaga ada puas puasnya mending di hapus aja itu fitur bebas puas",aneh sinyal hilang aplikasi eror kaga fitur bebas puas kaga puas puas mending hapus fitur bebas puas,5,6,0
playstore,xl,bayar mahal mahal jaringanya busuk banget sama kaya telkom,bayar mahal mahal jaringanya busuk kaya telkom,0,3,0
playstore,xl,"Kuota masih ada, sinyal bagus, malah lag bgt, gajelas dah biasanya bagus, malah sering ngelag skrg",kuota sinyal bagus lag gajelas dah bagus lambat skrg,2,3,0
playstore,xl,sinyalnya lemot jir gua main ml leg bet sumpah leg perbaiki di jambi tower nya,sinyal lot jir gua main ml leg bet sumpah leg baik jambi tower,1,3,0
playstore,xl,jangan hilang timbul,hilang timbul,0,2,0
playstore,xl,"padahal pengguna lama, kenapa jaringan nya selalu terganggu??. dan juga tidak lancar sekali pada saat penggunaan pada aplikasi. mohon di perbaikilah masalah jaringan nya",guna jaring ganggu lancar guna aplikasi mohon baik jaring,6,2,1
playstore,xl,"Tolong perbaiki sinyal XL, Sering Hilang Sendiri, Tidak Stabil dan terkoneksi lama, Pekerjaan Saya Sangat Terganggu.",tolong baik sinyal xl hilang stabil koneksi kerja ganggu,3,2,1
playstore,xl,"kenapa tidak bisa mendaftar ke myxl jika mendaftar pasi ada masalah gangguan serta KLO mau ndaftar paket di suruh update,padahal udah di update, sangat kecewa",daftar myxl daftar pasi ganggu ndaftar paket suruh update update kecewa,1,3,0
playstore,xl,"ini kok suruh update terus tapi gabisa beli paket data sih, kita bukan mau minta. kita beliiii. tulisannya disuruh update tp waktu di cek di playstore ternyata ga ada update an",suruh update gabisa beli paket data beliiii tulis suruh update cek playstore update an,1,4,0
playstore,xl,kenapa sih sinyal XL sekarang sering hilang! apakah lagi di perbaiki atau emng kayak gini sinyal nyah mohon di perbaiki ya,sinyal xl hilang baik emng kayak gin sinyal nyah mohon baik,2,2,0
playstore,xl,ini saya kenapa mau beli paket malah balik lagi suruh perbaharui aplikasi padahal ga ada apa² muter mulu di situ,beli paket suruh baharu aplikasi muter mulu situ,1,2,0
playstore,xl,"ini mau beli pulsa, mau beli paket gak bisa terus, tampilannya minta diperbaharui aplikasinya, padahal gak ada pembaharuan juga.",beli pulsa beli paket tampil baharu aplikasi baharu,1,2,0
playstore,xl,"Mohon perbaiki cara penghitungan kuotanya. Saya rasa lebih boros di XL daripada Telkomsel. Keduanya sama-sama sering saya pakai, bahkan yang Telkomsel lebih sering saya pakai untuk hotspot namun tak mudah habis. Saya harap kedepannya bisa lebih hemat lagi kuotanya.",mohon baik hitung kuota boros xl telkomsel pakai telkomsel pakai hotspot mudah habis harap depan hemat kuota,3,3,0
playstore,xl,trimakasih bos jadi lancar hp nya paki aplikasi myxl,trimakasih bos lancar hp paki aplikasi myxl,3,1,1
playstore,xl,"gua beli kuota game, tapi gak bisa digunain, buat apa coba, aneh bgt nih XL",gua beli kuota game digunain coba aneh xl,1,2,0
playstore,xl,saya isi pulsa 50k belum masuk pdahal udah sukses gimna sih min,isi pulsa k masuk pdahal sukses gimna min,1,2,0
playstore,xl,"makin kesini harga makin mahal, tapi kualitasnya makin jelek",kesini harga mahal kualitas jelek,2,2,0
playstore,xl,jaringan nya sekarang jelék banget... padahal jaringan 4.5g 2-3 bulan lalu jaringan bagus banget... nyesel bulan ini beli paket xl,jaring jel k jaring jaring bagus nyesel beli paket xl,5,1,1
playstore,xl,jaringan sangat jelek di area Morowali sulteng,jaring jelek area morowali sulteng,1,1,0
playstore,xl,jaringan ngelag udah 4 hari di Pelalawan kecamatan kerumutan,jaring lambat pelalawan camat kerumutan,1,1,0
playstore,xl,"jaringan goblog ga jelas lag banget upgrade dlu jaringan jangan so""an 5G,4G aja masih berkendala mendingan pakai yang lain XL GOBLOG",jaring goblog lag upgrade dlu jaring so an kendala mending pakai xl goblog,3,1,1
playstore,xl,"ini sdh hampir 1 Minggu, lemot terus ... lapor ke Maya, hasilnya 0, kayak telor, nunggu terus... lapor ke teknisinya, lempar tanggungjawab semua ...",sdh minggu lot lapor maya hasil kayak telor nunggu lapor teknisi lempar tanggungjawab,4,2,1
playstore,xl,"Sangat kecewa berlangganan XL Home. karena sering terjadi gangguan. dan saya merasa di rugikan. saya bayar dibsuruh tepat waktu, sekali bayar malah yang di dapat gangguan terus. di chat gak ada respon. di telpon ke pusat gak di angkat2.",kecewa langgan xl home ganggu rugi bayar dibsuruh bayar ganggu chat respon telpon pusat angkat,5,4,1
playstore,xl,SINYALNYA NGELEG MULU XL JELEK BANGET MENDING JANGAN PAKE XL GANTI AJA KARTUNYA,sinyal lambat mulu xl jelek mending pake xl ganti kartu,1,2,0
playstore,xl,tolong dong xL sinyal nya susah amat ya,tolong xl sinyal susah,0,1,0
playstore,xl,kenapa myxl saya as mau beli kaota dia suruh sa apdep myxl,myxl as beli kaota suruh sa apdep myxl,0,1,0
playstore,xl,"untuk semua lumayan,satu salahnya setiap kali melakukan pembelian data ,ketika pembayaran selalu saja di minta i upgrade aplikasi,padahal saya sudah upgrade ,dan ini bukan 1 kali ,tapi setiap kali saya beli kuota.",lumayan salah kali beli data bayar i upgrade aplikasi upgrade kali kali beli kuota,1,4,0
playstore,xl,"sinyal xl buruk dalam rumah periksa koneksi terus buka myxl pun lama bnget pasti suruh periksa koneksi padahl baru beli paket ,,harus nya jgn di kasih bintang ini klw mau bintang 5 ya harus cepat di perbaiki jaringn xl nya ini 1000000% burukk buruk buka internet ajh dalam rumah jlk bnget muter2 apa lg klw hujan hilng sudah di telan bumi tolong di perbaiki sinyal nya tambh tower jaringn nya saya penguna lama semakin kesini makin burukk",sinyal xl buruk rumah periksa koneksi buka myxl bnget suruh periksa koneksi padahl beli paket jgn kasih bintang klw bintang cepat baik jaringn xl burukk buruk buka internet ajh rumah jlk bnget muter lg klw hujan hilng telan bumi tolong baik sinyal tambh tower jaringn penguna kesini burukk,6,6,0
playstore,xl,"kalu sudah aman untuk paket data , aku kasih bintang 5, klau ada 10 aku kasih 10 nih bintang nya , paket data udah masuk. wlw harus nunggu 3 hari ,, tq , yg penting data aman . info aja. jngn suka banyk gangguan lagi XL klau bisa 😆 , wlw ada trouble juga jngn lama' . 👍",kalu aman paket data kasih bintang klau kasih bintang paket data masuk wlw nunggu tq data aman info jngn suka banyk ganggu xl klau wlw trouble jngn,4,6,0
playstore,xl,sinyal sering hilang!!!!!!,sinyal hilang,0,1,0
playstore,xl,jaringan makin kesni mkin ancur parah bet,jaring kesni mkin ancur parah bet,1,1,0
playstore,xl,"pulsa sering ilang tiba tiba!!! skarang makin lemot, mahall, ditunggu tunggu update bagi xl point nya ga smpe smpe kuotanya mahall...",pulsa ilang skarang lot mahall tunggu tunggu update xl point smpe smpe kuota mahall,0,4,0
playstore,xl,"apasih xl kasih bonus vidio platinum tapi tidak bisa di klaim, gak jelas banget nyesel banget pakai xl",apasih xl kasih bonus vidio platinum klaim nyesel pakai xl,1,2,0
playstore,xl,Jelek .. Knpa g bisa ambil bOnus .? Setiap buka login dari awal terus,jelek knpa ambil bonus buka login,1,2,0
playstore,xl,"jaringan ko jadi jelek asalnya bagus di daerah ku, tolong di perbaiki",jaring ko jelek asal bagus daerah ku tolong baik,3,1,1
playstore,xl,pengajuan kartu yang hilng rusak gak dilanjut padahal kartu sudah ditangan karena costumer service nya ngambek... baperan,aju kartu hilng rusak lanjut kartu tang costumer service ngambek baperan,0,3,0
playstore,xl,"udalah mahal malah ngelak lagi jaringan nya, tolong di perbaiki lagi yah",uda mahal ngelak jaring tolong baik yah,2,1,1
playstore,xl,ganti paket xl satu gabisa visa selalu ngikutin tagihannya first media. padahal sudah pindah ke paketannya xl satu,ganti paket xl gabisa visa ngikutin tagih first media pindah paket xl,2,2,0
playstore,xl,sengaja gua kasih bintang 5... gua pengguna XL dari 2017 sampe sekarang. udah ada 3hari. mau beli kuota selalu halaman tidak bisa di muat!!! jaringan WiFi gua full Lo padahal. tolong dong,sengaja gua kasih bintang gua guna xl sampe beli kuota halaman muat jaring wifi gua full tolong,2,5,0
playstore,xl,kalo ga bisa perbaiki sinyal robohkan aja tower XL,baik sinyal roboh tower xl,1,1,0
playstore,xl,"Sinyal XL wilayah Soropia sangat buruk, beberapa hari terakhir terlihat aktivitas mencurigakan di bts toronipa.",sinyal xl wilayah soropia buruk aktivitas curiga bts toronipa,0,1,0
playstore,xl,tolong dong sinyal XL ya di perbaiki,tolong sinyal xl baik,1,0,1
playstore,xl,jaringan payah kl bisa gak ada bintangnya bikin males berlangganan aja,jaring payah kl bintang bikin males langgan,2,2,0
playstore,xl,sinyal apaan ilang²an paketan doang mahal,sinyal ilang an paket doang mahal,1,2,0
playstore,xl,maaf sebelum nya ko ini mau beli koata di suruh update aplikasi nya pdhl udh di update tetap aja ga bisa tolong lah myXL udh lama pakai myXL nih,maaf ko beli koata suruh update aplikasi pdhl update tolong myxl pakai myxl,0,2,0
playstore,xl,"tidak bisa melakukan pembelian paket,,katanya aplikasi blom diperbarui,,padahal di playstore udah saya update versi yg paling baru",beli paket aplikasi blom baru playstore update versi,1,1,0
playstore,xl,jaringan sampah harga mahal Dan Masa Aktif? gk nyampe sebulan gua saranin wifi bagi yg mampu!!!!,jaring sampah harga mahal aktif nyampe bulan gua saranin wifi,2,4,0
playstore,xl,kok susah sich update nya padahal baru update disuruh perbarui LG gimana sich,susah sich update update suruh baru lg gimana sich,0,2,0
playstore,xl,"ini aplikasi XL nya gimana ni di apdate ju tdk bisa,masalahnya d mana",aplikasi xl gimana ni apdate ju tdk d,0,1,0
playstore,xl,busuk... beli paket booster sudah 4 hari ini ga masuk .. ga ada keterangan... XL prio....sSANGAT MENGECEWAKAN..!!,busuk beli paket booster masuk terang xl prio ssangat kecewa,1,3,0
playstore,xl,di update mlah gak bisa buat beli kuota.,update mlah beli kuota,0,1,0
playstore,xl,"tidak bisa menggunakan pulsa later, dan sekarang xl manis di awal, waktu itu xl banyak bonus dan harga pada murah sekarang xl semakin tidak bisa di andalkan karna, kuota di potong, yang awal nya saya beli 12 gb jadi 10 gb, dan harga yang melonjak di tinggi, internet jelek gampang ngelag (disconnect)",pulsa later xl manis xl bonus harga murah xl andal kuota potong beli gb gb harga lonjak internet jelek gampang lambat disconnect,4,5,0
playstore,xl,aplikasi apa ini saya sudah update aplikasi terbaru namun di suruh update lagi berulang ulang kali saya download dan update namun tetap di suruh update pulsa saya sudah mau habis cuman gara² update dan saya tidak jadi beli kuota,aplikasi update aplikasi baru suruh update ulang ulang kali download update suruh update pulsa habis cuman gara update beli kuota,0,7,0
playstore,xl,semakin lama semakin lemot🤦,lot,0,1,0
playstore,xl,mau berhenti langganan. call center berbagai saluran susah sekali dihubungi. udah dihubungi gak ada yg respon sy. sy gak akan ubah ratingnya sebelum ada yg reachout sy,henti langgan call center salur susah hubung hubung respon ubah ratingnya reachout,2,2,0
playstore,xl,jaringan ga jelasss.......,jaring jelasss,1,0,1
playstore,xl,gabisa beli kuota pake pulsa,gabisa beli kuota pake pulsa,0,2,0
playstore,xl,"cukup bahagian dengan XL,Tapi knp ketika buat buka ataupun utk bermain game GK lancar bahkan masuk pun tidak bisa, sedangkan buat Sosmed seperti Ig yt dll itu lancar"" aj. Mohon utk tindak lanjutnya demi kenyamanan customer👍🙌",bahagian xl knp buka utk main game lancar masuk sosmed ig yt dll lancar aj mohon utk tindak nyaman customer,4,1,1
playstore,xl,orang mau beli pulsa kok disuruh update2 sepanjang hari. kalian ini serius nggak sih melayani pelanggan?,orang beli pulsa suruh update serius nggak layan langgan,1,3,0
playstore,xl,telalh lemot banget XL gak espek,telalh lot xl espek,0,1,0
playstore,xl,"untuk di daerahku, jaringan XL yang terbaikkk, kalau mati lampu, Te*kom*el suka ilang jaringannya, tapi XL tetap bagus jaringannyaa, truss kalau abis pakett, bisaaa tukerr XL POINT jadi paket apapum yg di butuhin, terima kasih XL, sy ga perna review aplikasi, tapi aplikasi ini SANGATTTTT MEMBANTU DAN BERMANFAATTTTT",daerah jaring xl terbaikkk mati lampu te kom el suka ilang jaring xl bagus jaringannyaa truss abis pakett bisaaa tukerr xl point paket apapum butuhin terima kasih xl perna review aplikasi aplikasi sangattttt bantu bermanfaattttt,6,5,1
playstore,xl,xl lumayan bagus dan cepat,xl lumayan bagus cepat,3,0,1
playstore,xl,"Jaringan nya kalok udah masuk lantai 2 atau 5 mapah ampas , gaya prioritas konsumen jaringan nya aja kayak ciput , mau 5g atau 4g sama aja perbaiki dulu uji coba lagi jaringan nya di kondisi tertentu , soalnya udah agak gk normal xl ku pikir hp ku rupanya xl nya yang masuk angin",jaring kalok masuk lantai mapah ampas gaya prioritas konsumen jaring kayak ciput baik uji coba jaring kondisi normal xl ku pikir hp ku xl masuk angin,6,4,1
playstore,xl,"ditemgah kota, sinyal full bar 4g, tp ga konek. lu pikir kita ngemis beli kuota ha?",ditemgah kota sinyal full bar konek pikir ngemis beli kuota ha,0,2,0
playstore,xl,"Sudah hampir 3 tahun pakai kartu dari XL Axiata, tapi makin ke sini jaringan malah makin mengecewakan. Sering banget sinyal merah terus, internet hilang sendiri, padahal lokasi yang biasanya lancar sekarang jadi susah koneksi. Buat main, chat, sampai nonton sering buffering dan bikin kesal. Sebagai pelanggan lama tentu berharap kualitas jaringan makin bagus, bukan malah menurun. Tolong lebih diperhatikan lagi kualitas sinyal dan kestabilan jaringan untuk pelanggan setia.",pakai kartu xl axiata jaring kecewa sinyal merah internet hilang lokasi lancar susah koneksi main chat nonton buffering bikin kesal langgan harap kualitas jaring bagus turun tolong perhati kualitas sinyal stabil jaring langgan setia,11,4,1
playstore,xl,MAU BELI PAKET DISURUH UPDATE PADAHAL APLIKASI DAH TERBARU...,beli paket suruh update aplikasi dah baru,1,3,0
playstore,xl,"performa jaringan sudah lebih baik dibanding operator sebelah, mungkin yg perlu di tingkatkan terkait chat dengan MAYA/live agent yg tidak responsif menangani kendala yg di alami user, tidak ada penjelasan tidak ada solusi, dan juga balasan dari MAYA/live agent yg lama dan bertele-tele. *nunggu 1 jam ± hanya buat di buatin tiket aduan, buang buang waktu! tingkatin lagi dah tuh kualitas pelayanan mengenai aduan/keluhan dari user. buat se efisien mungkin dari mulai awal pengaduan, Sampai akhir.",performa jaring banding operator belah tingkat kait chat maya live agent responsif tangan kendala alami user jelas solusi balas maya live agent tele tele nunggu jam buatin tiket adu buang buang tingkatin dah tuh kualitas layan adu keluh user efisien adu,11,9,1
playstore,xl,Makin kesini makin mahal harganya makin lemot pula jaringannya ni XL Kapok beli paket kuota xl lagi Mending pindah ke provider yg leb8h lancar jaringannya,kesini mahal harga lot jaring ni xl kapok beli paket kuota xl mending pindah provider leb h lancar jaring,6,4,1
playstore,xl,jaringannya lelet,jaring lelet,1,1,0
playstore,xl,"aplikasi ini sangat terjangkau tetaapi terkadang""yaa meng updatenya lama sekali sehingga sy lama menunggunya",aplikasi jangkau tetaapi terkadang meng updatenya tunggu,1,1,0
playstore,xl,"penghambat rezeki nih kartu, bangkrut aja udh nih lah kartu gak jelas, sinyal jelek banget",hambat rezeki kartu bangkrut kartu sinyal jelek,1,3,0
playstore,xl,"hi kak, aplikasi XL ini sangat berguna namun saat saya ingin membeli kuota tidak bisa karena katanya ""belum di update"" namun saya sudah update tetap tidak bisa, ini harus bagaimana ya? mohon bantuan nya",hi aplikasi xl guna beli kuota update update mohon bantu,2,2,0
playstore,xl,sangat bagus cuman harga kuotanya murahin dikit aja,bagus cuman harga kuota murahin dikit,2,2,0
playstore,xl,udah beli kuota bukannya yg kepake kuota malah nyedot pulsa,beli kuota kepake kuota nyedot pulsa,0,4,0
playstore,xl,"sinyal buruk udah seminggu padahal kuota 14,5 GB. sangat kecewa",sinyal buruk minggu kuota gb kecewa,0,3,0
playstore,xl,bagus makin cepat,bagus cepat,2,0,1
playstore,xl,"makin mahal coo, sialan lah",mahal coo sial,0,2,0
playstore,xl,jangan beli XL prioritas!!!!!! karena gak bisa beli paketan udah isi pulsa malah tulisan maaf gangguan,beli xl prioritas beli paket isi pulsa tulis maaf ganggu,1,2,0
playstore,xl,"tolong kenapa tidak mau masuk akun XL saya minta di reaktivasi lagi dan sya coba masukkan iccid pada kartu SIM saya Tpi data tidak lengkap dan salah kenapa sih, permasalahanx setelah saya up, makin update apknya makin ribet ngebug😮‍💨🙏",tolong masuk akun xl reaktivasi sya coba masuk iccid kartu sim tpi data lengkap salah permasalahanx up update apknya ribet ngebug,0,5,0
playstore,xl,tidak boros tapi jaringannya suka bermasalah,boros jaring suka masalah,1,2,0
playstore,xl,semoga amanah,moga amanah,2,0,1
playstore,xl,"Argo kuota HP sekeluarga tidak akurat, bahkan di mode pesawat sebulan penuh tetap habis.",argo kuota hp keluarga akurat mode pesawat bulan penuh habis,0,3,0
playstore,xl,"sudah bisa untuk transaksi lagi, terima kasih responnya yg cepat 👍",transaksi terima kasih responnya cepat,3,0,1
playstore,xl,"sering tiba2 hilang signal , sering mengalami error & banyak gangguan",hilang signal alami error ganggu,0,4,0
playstore,xl,gimana sih menu beli paketannya harus suruh perbarui update padahal udah diupdate bulan lalu,gimana menu beli paket suruh baru update diupdate,1,1,0
playstore,xl,"beli paket bayar aja , susah bener😡😡😡",beli paket bayar susah bener,1,1,0
playstore,xl,mantap🐌,mantap,1,0,1
playstore,xl,kenapa tiap isi kuota gangguan trs ya akhir2 ini....,isi kuota ganggu,0,2,0
playstore,xl,beli kuota gak masuk,beli kuota masuk,0,2,0
playstore,xl,"kuota nya gak bisa di gunain sama aja, gak usah download apk XL dan jangan beli kartu xl gak bisa di gunain..",kuota gunain download apk xl beli kartu xl gunain,0,1,0
playstore,xl,Perpanjang paket akrab nya gk sesuai jam 12 malam.,panjang paket akrab sesuai jam malam,4,1,1
playstore,xl,udah bisa teratasi min makasih,atas min makasih,1,1,0
playstore,xl,sangat baik bermanfaat,manfaat,1,0,1
playstore,xl,respon lama sering bug,respon bug,1,0,1
playstore,xl,tidak memberikan solusi saat terjadi masah,solusi masah,1,0,1
playstore,xl,aplikasi taiii . error mulu selama seminggu,aplikasi taiii error mulu minggu,0,2,0
playstore,xl,mahalnya doang sinyal butut,mahal doang sinyal butut,0,2,0
playstore,xl,"sinyalnya kok main-main ya? cuma buka game santai aja harus putus nyambung. ga sekali dua kali loh terjadi tapi tiap hari ky gini, katanya tercepat tapi mana yg ada malah lag terus",sinyal main main buka game santai putus nyambung kali loh ky gin cepat lag,3,0,1
playstore,xl,"kenapa ya akhir"" ini jaringannya sering gangguan ilang padahal kuotanya masih banyak sangat mengecewakan menghambat kerjaan klo jaringannya ga bisa di pake dikit"" ilang",jaring ganggu ilang kuota kecewa hambat kerja jaring pake dikit ilang,3,7,0
playstore,xl,kuota darurat,kuota darurat,0,1,0
